Date,Value,Daily Return,Total Return,adjclose,VLUE Daily Return,VLUE Total Return
2022-03-07,796907.7125583648,-0.04869008932538965,-0.2030922874416351,100.84464263916016,-0.0270192819782753,-0.07234860450245983
2022-03-08,791049.7377868652,-0.007350882265517833,-0.20895026221313484,100.15943908691406,-0.006794645053162296,-0.07865166646793631
2022-03-09,807890.8300720215,0.021289549165736332,-0.19210916992797855,102.0859603881836,0.019234545628772803,-0.06092994990662015
2022-03-10,805439.501222229,-0.003034232793029612,-0.19456049877777104,101.4106903076172,-0.006614720359182313,-0.06714163568567111
2022-03-11,777713.3204589844,-0.03442366648416306,-0.22228667954101566,100.48714447021484,-0.009106986991222477,-0.07563716467413473
2022-03-14,763301.5028255463,-0.018531015548161833,-0.23669849717445368,99.84165954589844,-0.006423557239281785,-0.08157486225671529
2022-03-15,780884.6000736237,0.023035585784895396,-0.2191153999263763,101.4206085205078,0.01581453054557347,-0.06705039986205152
2022-03-16,818469.9836605072,0.0481318028084301,-0.18153001633949273,103.31735229492188,0.018701758962829995,-0.049602601315803074
2022-03-17,846072.7535522461,0.03372484079170368,-0.1539272464477539,104.29053497314452,0.009419353638144612,-0.040650472120823844
2022-03-18,861258.7803771973,0.017948842769362816,-0.13874121962280273,104.69769287109376,0.00390407334715559,-0.036905101198424495
2022-03-21,853067.9156864167,-0.00951034100017345,-0.1469320843135833,104.60831451416016,-0.0008536802911565111,-0.03772727633204476
2022-03-22,875752.894236374,0.026592230387312066,-0.12424710576362608,105.50206756591795,0.008543805106780544,-0.02950580572145478
2022-03-23,877335.2693088532,0.001806873928585695,-0.1226647306911468,104.08200073242188,-0.013460085344856543,-0.042568740403131855
2022-03-24,884253.2403858185,0.00788520799171244,-0.11574675961418146,105.66000366210938,0.015161151001932494,-0.028052980502413227
2022-03-25,878360.6914833069,-0.006663870295731789,-0.12163930851669302,106.51000213623048,0.008044656867884692,-0.020234000236791894
2022-03-28,880133.7110679627,0.002018555249394982,-0.11986628893203732,106.20999908447266,-0.0028166655313189848,-0.022993673357083133
2022-03-29,901815.381451416,0.02463451872232514,-0.09818461854858407,107.63999938964844,0.013463895278244431,-0.009839362488980652
