Date,Value,Daily Return,Total Return,adjclose,QUAL Daily Return,QUAL Total Return
2022-03-07,807478.513629303,-0.04489449833992576,-0.192521486370697,124.68770599365234,-0.029566942683464714,-0.1409040388015621
2022-03-08,806872.6178277588,-0.0007503553237855343,-0.19312738217224124,123.77037048339844,-0.007357064619511133,-0.14722446330246008
2022-03-09,833268.5032380676,0.03271381978653731,-0.16673149676193244,127.08074951171876,0.026746134922205345,-0.12441601373959155
2022-03-10,835165.989940033,0.002277161196651223,-0.164834010059967,126.25315856933594,-0.006512323428707112,-0.13011809984711598
2022-03-11,816966.4752038574,-0.021791494092668118,-0.18303352479614254,124.40851593017578,-0.014610665270184953,-0.14282765311484225
2022-03-14,800910.9275811767,-0.019652639502342306,-0.19908907241882323,123.19205474853516,-0.009777957501907353,-0.15120904789449552
2022-03-15,823491.9994348144,0.028194236182835564,-0.17650800056518556,125.85431671142578,0.021610662865595875,-0.13286611278517524
2022-03-16,855913.6491044617,0.0393709346197646,-0.14408635089553834,128.57640075683594,0.021628849264278216,-0.11411100464665824
2022-03-17,869079.7843927002,0.015382550917390159,-0.13092021560729983,130.36122131347656,0.013881400833548607,-0.1018136244081288
2022-03-18,879143.6171792602,0.011579872144411363,-0.12085638282073974,132.3255157470703,0.015068088606428942,-0.0882796725156233
2022-03-21,877002.9495233154,-0.002434946479863198,-0.12299705047668463,132.03634643554688,-0.002185287621143006,-0.09027204366121933
2022-03-22,893463.0091775513,0.01876853397492284,-0.10653699082244872,133.37246704101562,0.010119339420838758,-0.08106619769040124
2022-03-23,870680.3857225036,-0.025499235246481455,-0.1293196142774964,131.46800231933594,-0.014279294399600628,-0.09418792398732434
2022-03-24,885818.5234140015,0.01738656106159553,-0.11418147658599853,133.55999755859375,0.01591258102619042,-0.079774115933271
2022-03-25,889425.6738465881,0.004072109960722603,-0.1105743261534119,133.97999572753906,0.0031446404359287694,-0.07688033640804637
2022-03-28,902186.7925180054,0.01434759423598364,-0.09781320748199462,134.92999267578125,0.007090587987285124,-0.0703348752105547
2022-03-29,920106.1889413452,0.019862179952032655,-0.07989381105865478,137.38999938964844,0.018231726431485518,-0.05338547498250068
