,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-11
NVDA,340.0,294.1099853515625,99997.39501953124,221.0,-0.24858042566685012,75140.0
COIN,396.0,252.3699951171875,99938.51806640624,160.07000732421875,-0.36573281126430823,63387.722900390625
TWLO,379.0,263.3399963378906,99805.85861206056,132.47999572753906,-0.4969241377312301,50209.918380737305
MSFT,297.0,336.32000732421875,99887.04217529295,280.07000732421875,-0.1672514235698559,83180.79217529297
TSLA,94.0,1056.780029296875,99337.32275390624,795.3499755859375,-0.24738360535151194,74762.89770507812
MRNA,393.0,253.97999572753903,99814.13832092284,138.1999969482422,-0.4558626692139236,54312.59880065918
AVGO,150.0,665.4099731445312,99811.49597167967,577.8499755859375,-0.13158804510369893,86677.49633789062
XOM,1634.0,61.18999862670898,99984.45775604248,84.91999816894531,0.3878084666581174,138759.27700805664
BZH,4306.0,23.21999931335449,99985.31704330444,16.209999084472656,-0.30189493695851155,69800.25605773926
FOA,25188.0,3.9700000286102295,99996.36072063446,2.900000095367432,-0.26952139182159407,73045.20240211488
Cash,3077.753560218811,1.0,3077.753560218811,1,0.0,3077.753560218811
Total,,,1001635.66,,-0.03365507123387046,772353.9153281784
