,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-26
DKNG,3640.0,27.46999931335449,99990.79750061034,20.32999992370605,-0.25991989691012984,74001.19972229002
TSP,2789.0,35.849998474121094,99985.64574432372,17.520000457763672,-0.511297037560245,48863.28127670288
PD,2877.0,34.75,99975.75,30.020000457763672,-0.13611509474061378,86367.54131698608
FATE,1709.0,58.5099983215332,99993.58713150024,39.27000045776367,-0.3288326510973204,67112.43078231812
SI,674.0,148.1999969482422,99886.79794311523,99.4800033569336,-0.3287449027972903,67049.52226257324
NRIX,3454.0,28.950000762939453,99993.30263519289,18.520000457763672,-0.3602763395615458,63968.08158111572
TDOC,1089.0,91.81999969482422,99991.97966766356,69.58000183105469,-0.24221300302425464,75772.62199401855
EXAS,1284.0,77.83000183105469,99933.72235107422,68.88999938964844,-0.11486576167391438,88454.7592163086
BEAM,1254.0,79.69000244140625,99931.26306152344,64.97000122070312,-0.18471578328192817,81472.38153076172
U,699.0,142.99000549316406,99950.01383972168,99.5,-0.30414716988903956,69550.5
Cash,367.1401252746582,1.0,367.1401252746582,1,0.0,367.1401252746582
Total,,,1000000.0,,-0.020333882133375836,722979.4598083496
