,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-29
MTTR,4844.0,20.63999938964844,99980.15704345705,9.359999656677246,-0.5465116311305921,45339.83833694458
ATVI,1503.0,66.52999877929688,99994.5881652832,80.75,0.2137381855044942,121367.25
AMD,694.0,143.89999389648438,99866.59576416016,123.2300033569336,-0.14364135800047295,85521.62232971191
OLPX,3432.0,29.1299991607666,99974.15711975098,16.760000228881836,-0.42464810464344793,57520.32078552246
SQ,619.0,161.50999450683594,99974.68659973145,146.83999633789062,-0.09083028089834033,90893.9577331543
NOVA,3581.0,27.920000076293945,99981.52027320862,25.93000030517578,-0.07127506324069877,92855.33109283447
DE,291.0,342.8900146484375,99780.99426269533,412.9200134277344,0.20423458189967425,120159.7239074707
FDX,386.0,258.6400146484375,99835.04565429688,238.57000732421875,-0.07759822992393262,92088.02282714844
PDD,1715.0,58.29999923706055,99984.49869155884,44.29999923706055,-0.24013722441183816,75974.49869155884
AMGN,444.0,224.97000122070312,99886.6805419922,241.5399932861328,0.07365422934400012,107243.75701904297
Cash,2197.4858838653563,1.0,2197.4858838653563,1,0.0,2197.4858838653563
Total,,,1001456.41,,-0.10883819139274598,891161.8086072541
