,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-23
FB,297.0,336.3500061035156,99895.95181274414,213.4600067138672,-0.36536345223620303,63397.621994018555
TRMB,1146.0,87.19000244140625,99919.74279785156,69.47000122070312,-0.20323432417164322,79612.62139892578
ORCL,1146.0,87.20999908447266,99942.65895080566,80.38999938964844,-0.07820203837197937,92126.93930053711
INTC,1941.0,51.5,99961.5,48.27000045776367,-0.06271843771332675,93692.07088851929
VIAC,3313.0,30.18000030517578,99986.34101104736,37.619998931884766,0.24652082675536113,124635.05646133423
C,1655.0,60.38999938964844,99945.44898986816,56.34999847412109,-0.06689850896438088,93259.2474746704
ATVI,1503.0,66.52999877929688,99994.5881652832,79.06999969482422,0.18848641433358337,118842.2095413208
QCOM,546.0,182.8699951171875,99847.01733398438,152.8699951171875,-0.16405096954683718,83467.01733398438
MDT,966.0,103.4499969482422,99932.69705200195,106.16000366210938,0.02619629573525306,102550.56353759766
PYPL,530.0,188.5800018310547,99947.40097045898,114.6500015258789,-0.39203520833247363,60764.50080871582
Cash,3712.28791595459,1.0,3712.28791595459,1,0.0,3712.28791595459
Total,,,1003085.635,,-0.014521989709393779,916060.1366555786
