,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-28
RIVN,964.0,103.69000244140624,99957.1623535156,67.55999755859375,-0.34844251164165063,65127.837646484375
LCID,2628.0,38.04999923706055,99995.39799499512,28.979999542236328,-0.23837056180516492,76159.43879699707
APPS,1639.0,60.9900016784668,99962.61275100708,48.47999954223633,-0.20511562210117573,79458.71924972534
BUR,9469.0,10.5600004196167,99992.64397335052,9.760000228881836,-0.07575759080925315,92417.4421672821
FIGS,3628.0,27.559999465942383,99987.67806243896,16.43000030517578,-0.403846131220744,59608.041107177734
AMZN,29.0,3334.340087890625,96695.86254882812,3071.260009765625,-0.07890019349868715,89066.54028320312
COST,176.0,567.7000122070312,99915.2021484375,519.25,-0.08534439169496144,91388.0
AAPL,563.0,177.57000732421875,99971.91412353516,165.1199951171875,-0.07011326064935741,92962.55725097656
NVDA,340.0,294.1099853515625,99997.39501953124,243.8500061035156,-0.1708883810523092,82909.0020751953
ROKU,438.0,228.1999969482422,99951.59866333008,139.52999877929688,-0.3885626615019476,61114.13946533203
Cash,3835.432361030578,1.0,3835.432361030578,1,0.0,3835.432361030578
Total,,,1000262.9,,0.017257687944897793,794047.1504034043
