,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-04
AAPL,281.0,177.57000732421875,49897.17205810547,172.38999938964844,-0.029171637781781,48441.58982849121
NVDA,340.0,294.1099853515625,99997.39501953124,243.19000244140625,-0.17313245196108984,82684.60083007812
GOOGL,51.0,2897.0400390625,147749.0419921875,2865.860107421875,-0.010762685782801595,146158.86547851562
RBLX,1211.0,103.16000366210938,124926.76443481444,63.7400016784668,-0.38212486025842907,77189.14203262329
MSFT,446.0,336.32000732421875,149998.72326660156,305.94000244140625,-0.0903306500392812,136449.2410888672
CRWD,366.0,204.75,74938.5,177.2100067138672,-0.13450546171493438,64858.86245727539
TSLA,47.0,1056.780029296875,49668.661376953125,923.3200073242188,-0.1262893111837602,43396.04034423828
PYPL,397.0,188.5800018310547,74866.26072692871,126.08000183105467,-0.33142432597912796,50053.760726928704
CRM,393.0,254.1300048828125,99873.09191894533,219.22999572753903,-0.1373313205237887,86157.38832092284
NFLX,207.0,602.4400024414062,124705.0805053711,410.1700134277344,-0.3191520952036584,84905.19277954102
Cash,3441.1287005615236,1.0,3441.1287005615236,1,0.0,3441.1287005615236
Total,,,1000061.82,,0.018936350797502,823735.8125880432
