,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-11
NVDA,340.0,294.1099853515625,99997.39501953124,239.4900054931641,-0.18571276929992264,81426.6018676758
COIN,396.0,252.3699951171875,99938.51806640624,194.52999877929688,-0.22918729427812012,77033.87951660156
TWLO,379.0,263.3399963378906,99805.85861206056,190.8800048828125,-0.2751575623252648,72343.52185058594
MSFT,297.0,336.32000732421875,99887.04217529295,295.0400085449219,-0.12274024108087667,87626.8825378418
TSLA,94.0,1056.780029296875,99337.32275390624,860.0,-0.18620718015252602,80840.0
MRNA,393.0,253.97999572753903,99814.13832092284,161.32000732421875,-0.3648318370031107,63398.76287841797
AVGO,150.0,665.4099731445312,99811.49597167967,573.4199829101562,-0.1382455838460872,86012.99743652344
XOM,1634.0,61.18999862670898,99984.45775604248,80.20999908447266,0.31083511823223975,131063.13850402832
BZH,4306.0,23.21999931335449,99985.31704330444,16.520000457763672,-0.2885443175589354,71135.12197113037
FOA,25188.0,3.9700000286102295,99996.36072063446,3.319999933242798,-0.1637279825398329,83624.15831851959
Cash,2880.013560218811,1.0,2880.013560218811,1,0.0,2880.013560218811
Total,,,1001437.92,,-0.02413535028750946,837385.0784415436
