,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-11
AMZN,29.0,3334.340087890625,96695.86254882812,2910.489990234375,-0.12711663672087714,84404.20971679688
NVDA,340.0,294.1099853515625,99997.39501953124,221.0,-0.24858042566685012,75140.0
COIN,396.0,252.3699951171875,99938.51806640624,160.07000732421875,-0.36573281126430823,63387.722900390625
PYPL,530.0,188.5800018310547,99947.40097045898,96.56999969482422,-0.4879096470614128,51182.099838256836
CHWY,1695.0,58.970001220703125,99954.1520690918,39.2400016784668,-0.33457688882172754,66511.80284500122
TRUP,757.0,132.02999877929688,99946.70907592772,78.9800033569336,-0.40180258966026616,59787.86254119873
AMD,694.0,143.89999389648438,99866.59576416016,104.29000091552734,-0.2752605605351922,72377.26063537598
ZM,543.0,183.9100036621093,99863.13198852538,98.12000274658205,-0.4664781643588345,53279.16149139405
EL,270.0,370.2000122070313,99954.00329589844,264.2300109863281,-0.28625066916918496,71342.1029663086
NKE,599.0,166.6699981689453,99835.32890319824,122.62999725341795,-0.26423472370165957,73455.36835479735
Cash,4359.197297973633,1.0,4359.197297973633,1,0.0,4359.197297973633
Total,,,1000358.295,,-0.029250193997229945,675226.7885874939
