,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-22
AMZN,59.0,3334.340087890625,196726.06518554688,3297.780029296875,-0.010964705947820286,194569.02172851562
DIS,968.0,154.88999938964844,149933.5194091797,140.11000061035156,-0.09542255043926773,135626.4805908203
MSFT,297.0,336.32000732421875,99887.04217529295,304.0599975585937,-0.09592057880316873,90305.81927490233
FB,297.0,336.3500061035156,99895.95181274414,216.6499938964844,-0.3558793222384903,64345.04818725587
INTC,1941.0,51.5,99961.5,48.38999938964844,-0.06038836136604975,93924.98881530762
FDX,386.0,258.6400146484375,99835.04565429688,226.57000732421875,-0.12399476302153267,87456.02282714844
ADBE,264.0,567.0599975585938,149703.83935546875,466.4500122070313,-0.17742388069115478,123142.80322265626
AB,2047.0,48.84000015258789,99975.4803123474,46.9900016784668,-0.03787875651804351,96188.53343582153
Cash,7904.2910951232925,1.0,7904.2910951232925,1,0.0,7904.2910951232925
Total,,,1003822.735,,0.01876853397492284,893463.0091775513
