,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-08
AMZN,29.0,3334.340087890625,96695.86254882812,2720.2900390625,-0.18415939365578815,78888.4111328125
AAPL,619.0,177.57000732421875,109915.8345336914,157.44000244140625,-0.11336376669770498,97455.36151123047
NVDA,680.0,294.1099853515625,199994.7900390625,215.13999938964844,-0.2685049467719288,146295.19958496094
HD,120.0,415.010009765625,49801.201171875,316.739990234375,-0.23678951644262158,38008.798828125
MSFT,356.0,336.32000732421875,119729.92260742188,275.8500061035156,-0.17979900066548504,98202.60217285156
GOOG,41.0,2893.590087890625,118637.19360351562,2545.570068359375,-0.12027274387885067,104368.37280273438
SOFI,3162.0,15.8100004196167,49991.221326828,9.720000267028809,-0.3851992404144122,30734.640844345093
CRWD,244.0,204.75,49959.0,156.77000427246094,-0.23433453346783428,38251.88104248047
CAT,241.0,206.7400054931641,49824.34132385255,210.0,0.015768571249959118,50610.0
TSLA,141.0,1056.780029296875,149005.98413085938,824.4000244140625,-0.21989439470901595,116240.40344238281
Cash,7096.258714065552,1.0,7096.258714065552,1,0.0,7096.258714065552
Total,,,1000651.61,,0.0021043375699385525,806151.9300759888
