,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-07
AMZN,29.0,3334.340087890625,96695.86254882812,3158.7099609375,-0.05267312941201274,91602.5888671875
GOOGL,34.0,2897.0400390625,98499.361328125,2784.02001953125,-0.03901223939170129,94656.6806640625
CAT,483.0,206.7400054931641,99855.42265319826,199.82000732421875,-0.033471984062485416,96513.06353759766
PYPL,530.0,188.5800018310547,99947.40097045898,121.41000366210938,-0.3561883419065912,64347.30194091797
PTON,2796.0,35.7599983215332,99984.95530700684,29.75,-0.1680648379089612,83181.0
HLTH,7457.0,13.40999984741211,99998.3688621521,9.130000114440918,-0.3191647861052851,68082.41085338593
JPM,631.0,158.35000610351562,99918.85385131836,153.07000732421875,-0.03334384954709291,96587.17462158203
BAM,1656.0,60.380001068115234,99989.28176879884,55.77999877929688,-0.07618420350190214,92371.67797851564
AMAT,635.0,157.36000061035156,99923.60038757324,136.1300048828125,-0.13491354629635466,86442.55310058594
PEP,575.0,173.7100067138672,99883.25386047363,171.80999755859375,-0.01093782212790484,98790.7485961914
Cash,6470.7684620666505,1.0,6470.7684620666505,1,0.0,6470.7684620666505
Total,,,1001167.13,,0.015853068803980852,879045.9686220932
