,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-04
FB,297.0,336.3500061035156,99895.95181274414,237.08999633789065,-0.29510928486523214,70415.72891235353
TRMB,1146.0,87.19000244140625,99919.74279785156,70.47000122070312,-0.19176511930871165,80758.62139892578
ORCL,1146.0,87.20999908447266,99942.65895080566,82.11000061035156,-0.05847951528105366,94098.06069946289
INTC,1941.0,51.5,99961.5,48.0099983215332,-0.06776702288285041,93187.40674209595
VIAC,3313.0,30.18000030517578,99986.34101104736,33.40999984741211,0.10702450329937174,110687.32949447632
C,1655.0,60.38999938964844,99945.44898986816,66.08000183105469,0.0942209388791877,109362.40303039551
ATVI,1503.0,66.52999877929688,99994.5881652832,79.25,0.191191965340324,119112.75
QCOM,546.0,182.8699951171875,99847.01733398438,179.47000122070312,-0.01859240983905297,97990.6206665039
MDT,966.0,103.4499969482422,99932.69705200195,102.7300033569336,-0.006959822257595838,99237.18324279785
PYPL,530.0,188.5800018310547,99947.40097045898,126.08000183105467,-0.33142432597912796,66822.40097045897
Cash,2545.88791595459,1.0,2545.88791595459,1,0.0,2545.88791595459
Total,,,1001919.235,,0.005576545754057749,944218.3930734253
