,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-21
APPS,4099.0,60.9900016784668,249998.0168800354,39.68999862670898,-0.34923762035701045,162689.3043708801
BUR,4734.0,10.5600004196167,49991.041986465454,9.170000076293944,-0.13162881515995328,43410.78036117553
RAPT,4083.0,36.72999954223633,149968.58813095093,21.0,-0.42826027057659466,85743.0
CVNA,647.0,231.7899932861328,149968.12565612793,135.64999389648438,-0.4147720012699968,87765.54605102539
CURV,8097.0,9.880000114440918,79998.36092662811,8.140000343322754,-0.1761133351177725,65909.58277988434
FSLY,1974.0,35.45000076293945,69978.30150604248,28.100000381469727,-0.20733427992344777,55469.40075302124
AYX,826.0,60.5,49973.0,53.09000015258789,-0.12247933632086128,43852.3401260376
CRCT,2263.0,22.09000015258789,49989.6703453064,19.170000076293945,-0.13218651227360267,43381.7101726532
W,789.0,189.97000122070312,149886.33096313477,139.72000122070312,-0.26451544810814953,110239.08096313477
Cash,248.56360530853271,1.0,248.56360530853271,1,0.0,248.56360530853271
Total,,,1000000.0,,-0.06445142487921374,698709.3091831207
