,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-03
COST,176.0,567.7000122070312,99915.2021484375,533.0499877929688,-0.06103580001584741,93816.7978515625
NVDA,340.0,294.1099853515625,99997.39501953124,237.13999938964844,-0.19370299819577808,80627.59979248047
GOOGL,34.0,2897.0400390625,98499.361328125,2677.989990234375,-0.07561167463153562,91051.65966796875
HD,240.0,415.010009765625,99602.40234375,324.3599853515625,-0.21842852529088796,77846.396484375
BX,772.0,129.38999938964844,99889.0795288086,125.8499984741211,-0.027359153970369032,97156.19882202148
CVS,969.0,103.16000366210938,99962.04354858398,104.54000091552734,0.01337725091536468,101299.260887146
GS,261.0,382.5499877929688,99845.54681396486,333.4200134277344,-0.12842759360333045,87022.62350463867
MRNA,393.0,253.97999572753903,99814.13832092284,141.52000427246094,-0.442790744731413,55617.36167907715
PFE,1693.0,59.04999923706055,99971.6487083435,47.83000183105469,-0.19000842592668554,80976.19309997559
WFC,2084.0,47.97999954223633,99990.31904602052,51.2400016784668,0.06794502224537768,106784.1634979248
Cash,6038.0531935119625,1.0,6038.0531935119625,1,0.0,6038.0531935119625
Total,,,1003525.19,,-0.011663750065283862,878236.3084806823
