,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-08
MU,1073.0,93.1500015258789,99949.95163726808,84.12000274658203,-0.09694040398687676,90260.76294708252
TTD,1091.0,91.63999938964844,99979.23933410645,76.48999786376953,-0.16532083835424205,83450.58766937256
FTNT,278.0,359.3999938964844,99913.19830322266,314.8599853515625,-0.12392879605265228,87531.07592773438
TCN,6544.0,15.279999732971191,99992.31825256348,15.1899995803833,-0.005890062445072397,99403.35725402832
TENB,1815.0,55.06999969482422,99952.04944610596,50.58000183105469,-0.08153255653988178,91802.70332336426
UCTT,1743.0,57.36000061035156,99978.48106384276,50.5099983215332,-0.11942123807408322,88038.92707443237
EPAM,149.0,668.4500122070312,99599.05181884766,456.0400085449219,-0.317764978357607,67949.96127319336
ZIM,1698.0,58.86000061035156,99944.28103637695,71.29000091552734,0.21117907197217645,121050.42155456543
LSCC,1297.0,77.05999755859375,99946.8168334961,57.869998931884766,-0.2490267224848739,75057.38861465454
FIVE,483.0,206.88999938964844,99927.8697052002,171.38999938964844,-0.17158876748382945,82781.3697052002
Cash,1382.122568969727,1.0,1382.122568969727,1,0.0,1382.122568969727
Total,,,1000565.38,,0.019687523994758926,888708.6779125977
