,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-28
AMZN,59.0,3334.340087890625,196726.06518554688,3071.260009765625,-0.07890019349868715,181204.34057617188
DIS,968.0,154.88999938964844,149933.5194091797,148.4600067138672,-0.041513284919097115,143709.28649902344
MSFT,297.0,336.32000732421875,99887.04217529295,298.7900085449219,-0.11159014617621965,88740.6325378418
FB,297.0,336.3500061035156,99895.95181274414,211.02999877929688,-0.3725880929095332,62675.90963745117
INTC,1941.0,51.5,99961.5,47.70000076293945,-0.07378639295263201,92585.70148086548
FDX,386.0,258.6400146484375,99835.04565429688,222.2700042724609,-0.14062019918075475,85796.22164916991
ADBE,264.0,567.0599975585938,149703.83935546875,467.6799926757813,-0.1752548324880624,123467.51806640626
AB,2047.0,48.84000015258789,99975.4803123474,44.84000015258789,-0.08190008164420626,91787.48031234741
Cash,7614.7910951232925,1.0,7614.7910951232925,1,0.0,7614.7910951232925
Total,,,1003533.235,,-0.0013572046506397095,877581.8818544006
