,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-22
RIVN,1205.0,103.69000244140624,124946.45294189452,62.38999938964844,-0.39830265290133304,75179.94926452637
FIGS,4535.0,27.559999465942383,124984.5975780487,16.360000610351562,-0.40638603311409205,74192.60276794434
NVDA,425.0,294.1099853515625,124996.74377441406,233.8999938964844,-0.20471930384514647,99407.49740600587
CCL,6212.0,20.1200008392334,124985.44521331789,21.51000022888184,0.06908545386031917,133620.121421814
TSLA,118.0,1056.780029296875,124700.04345703124,821.530029296875,-0.2226101870571141,96940.54345703125
TRMB,1433.0,87.19000244140625,124943.27349853516,67.06999969482422,-0.230760433343297,96111.3095626831
PRNT,3644.0,34.29999923706055,124989.19721984863,28.86000061035156,-0.15860054658051315,105165.84222412108
KTOS,6443.0,19.39999961853028,124994.19754219058,16.309999465942383,-0.15927836151277153,105085.32655906677
Cash,460.0487747192383,1.0,460.0487747192383,1,0.0,460.0487747192383
Total,,,1000000.0,,-0.02528015085562252,786163.241437912
