,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-17
DKNG,3640.0,27.46999931335449,99990.79750061034,22.059999465942383,-0.19694211804301154,80298.39805603027
TSP,2789.0,35.849998474121094,99985.64574432372,15.75,-0.5606694373677756,43926.75
PD,2877.0,34.75,99975.75,33.970001220703125,-0.02244600803732011,97731.69351196289
FATE,1709.0,58.5099983215332,99993.58713150024,33.709999084472656,-0.4238591684924643,57610.38843536377
SI,674.0,148.1999969482422,99886.79794311523,119.0999984741211,-0.19635626905096404,80273.39897155762
NRIX,3454.0,28.950000762939453,99993.30263519289,15.460000038146973,-0.4659758331357905,53398.84013175964
TDOC,1089.0,91.81999969482422,99991.97966766356,70.48999786376953,-0.23230235136078992,76763.60767364502
EXAS,1284.0,77.83000183105469,99933.72235107422,74.7699966430664,-0.03931652468196811,96004.67568969727
BEAM,1254.0,79.69000244140625,99931.26306152344,69.0199966430664,-0.1338939072838552,86551.07579040527
U,699.0,142.99000549316406,99950.01383972168,102.2699966430664,-0.28477521005511364,71486.72765350342
Cash,367.1401252746582,1.0,367.1401252746582,1,0.0,367.1401252746582
Total,,,1000000.0,,-0.051631200393477794,744412.6960391998
