,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-14
AMZN,209.0,3334.340087890625,696877.0783691406,2837.06005859375,-0.1491389648892909,592945.5522460938
V,1384.0,216.7100067138672,299926.6492919922,200.3300018310547,-0.07558490321325961,277256.7225341797
Cash,3715.272338867188,1.0,3715.272338867188,1,0.0,3715.272338867188
Total,,,1000519.0,,-0.011689829639282334,873917.5471191406
