,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-01
AAPL,281.0,177.57000732421875,49897.17205810547,163.1999969482422,-0.08092588716144433,45859.199142456055
NVDA,340.0,294.1099853515625,99997.39501953124,234.7700042724609,-0.20176119150857763,79821.8014526367
GOOGL,51.0,2897.0400390625,147749.0419921875,2681.22998046875,-0.07449329511634484,136742.72900390625
RBLX,1211.0,103.16000366210938,124926.76443481444,50.220001220703125,-0.5131834098688685,60816.421478271484
MSFT,446.0,336.32000732421875,149998.72326660156,294.95001220703125,-0.12300783246982405,131547.70544433594
CRWD,366.0,204.75,74938.5,197.63999938964844,-0.03472527770623479,72336.23977661133
TSLA,47.0,1056.780029296875,49668.661376953125,864.3699951171875,-0.18207198172329853,40625.38977050781
PYPL,397.0,188.5800018310547,74866.26072692871,106.51000213623048,-0.4351999093114295,42284.4708480835
CRM,393.0,254.1300048828125,99873.09191894533,208.88999938964844,-0.1780191422654941,82093.76976013184
NFLX,207.0,602.4400024414062,124705.0805053711,386.239990234375,-0.3588739315631003,79951.67797851562
Cash,3717.648700561524,1.0,3717.648700561524,1,0.0,3717.648700561524
Total,,,1000338.34,,-0.015101421056774367,775797.053356018
