,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-23
MTTR,4844.0,20.63999938964844,99980.15704345705,8.1899995803833,-0.6031976830149122,39672.35796737671
ATVI,1503.0,66.52999877929688,99994.5881652832,79.06999969482422,0.18848641433358337,118842.2095413208
AMD,694.0,143.89999389648438,99866.59576416016,113.91999816894533,-0.20833910353815155,79060.47872924806
OLPX,3432.0,29.1299991607666,99974.15711975098,16.049999237060547,-0.4490216375056646,55083.5973815918
SQ,619.0,161.50999450683594,99974.68659973145,135.39999389648438,-0.16166182588314337,83812.59622192383
NOVA,3581.0,27.920000076293945,99981.52027320862,25.559999465942383,-0.08452724226012343,91530.35808753967
DE,291.0,342.8900146484375,99780.99426269533,431.5199890136719,0.25847930992130497,125572.31680297852
FDX,386.0,258.6400146484375,99835.04565429688,221.47000122070312,-0.14371331318650982,85487.4204711914
PDD,1715.0,58.29999923706055,99984.49869155884,49.400001525878906,-0.15265862483106218,84721.00261688232
AMGN,444.0,224.97000122070312,99886.6805419922,234.17999267578125,0.040938753634280234,103975.91674804688
Cash,2197.4858838653563,1.0,2197.4858838653563,1,0.0,2197.4858838653563
Total,,,1001456.41,,-0.0074104546780184855,869955.7404519654
