,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-31
FB,297.0,336.3500061035156,99895.95181274414,313.260009765625,-0.06864871686901175,93038.22290039062
TRMB,1146.0,87.19000244140625,99919.74279785156,72.16000366210938,-0.17238213508936862,82695.36419677734
ORCL,1146.0,87.20999908447266,99942.65895080566,81.16000366210938,-0.06937272658956439,93009.36419677734
INTC,1941.0,51.5,99961.5,48.81999969482422,-0.05203884087719968,94759.61940765381
VIAC,3313.0,30.18000030517578,99986.34101104736,33.45000076293945,0.10834991466858512,110819.85252761841
C,1655.0,60.38999938964844,99945.44898986816,65.12000274658203,0.0783242822443937,107773.60454559326
ATVI,1503.0,66.52999877929688,99994.5881652832,79.01000213623047,0.1875846022233385,118752.0332107544
QCOM,546.0,182.8699951171875,99847.01733398438,175.75999450683594,-0.03888008312022595,95964.95700073242
MDT,966.0,103.4499969482422,99932.69705200195,103.48999786376952,0.00038666908368623076,99971.33793640135
PYPL,530.0,188.5800018310547,99947.40097045898,171.94000244140625,-0.08823840931211735,91128.20129394531
Cash,993.37291595459,1.0,993.37291595459,1,0.0,993.37291595459
Total,,,1000366.72,,0.02096458437305393,988905.9301325988
