,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-24
COST,176.0,567.7000122070312,99915.2021484375,505.5799865722656,-0.1094240343474071,88982.07763671875
NVDA,340.0,294.1099853515625,99997.39501953124,237.47999572753903,-0.19254698053291575,80743.19854736327
GOOGL,34.0,2897.0400390625,98499.361328125,2653.820068359375,-0.08395464592261292,90229.88232421875
HD,240.0,415.010009765625,99602.40234375,313.239990234375,-0.2452230479662988,75177.59765625
BX,772.0,129.38999938964844,99889.0795288086,121.27999877929688,-0.06267872825262866,93628.15905761719
CVS,969.0,103.16000366210938,99962.04354858398,100.7699966430664,-0.023167961750672372,97646.12674713135
GS,261.0,382.5499877929688,99845.54681396486,340.19000244140625,-0.11073058868972507,88789.59063720703
MRNA,393.0,253.97999572753903,99814.13832092284,156.22999572753906,-0.3848728311062056,61398.38832092285
PFE,1693.0,59.04999923706055,99971.6487083435,45.959999084472656,-0.2216765507487498,77810.2784500122
WFC,2084.0,47.97999954223633,99990.31904602052,52.709999084472656,0.0985827342093355,109847.63809204102
Cash,5502.453193511962,1.0,5502.453193511962,1,0.0,5502.453193511962
Total,,,1002989.59,,0.01595263655509105,869755.3906629944
