,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-18
INTC,1941.0,51.5,99961.5,47.45000076293945,-0.07864076188467084,92100.45148086548
AMGN,444.0,224.97000122070312,99886.6805419922,236.25,0.050140012971021886,104895.0
KO,1688.0,59.209999084472656,99946.47845458984,60.09999847412109,0.015031234646342373,101448.79742431639
DOW,1763.0,56.720001220703125,99997.3621520996,62.38999938964844,0.09996470463536844,109993.5689239502
IBM,748.0,133.66000366210938,99977.6827392578,128.75999450683594,-0.03666025004503648,96312.47589111328
VZ,1924.0,51.959999084472656,99971.0382385254,50.79999923706055,-0.02232486273770473,97739.19853210449
CVX,852.0,117.3499984741211,99982.19869995116,161.72999572753906,0.3781848984276297,137793.95635986328
WBA,1917.0,52.15999984741211,99990.719707489,47.36000061035156,-0.09202452551960061,90789.12117004395
MRK,1304.0,76.63999938964844,99938.55920410156,79.11000061035156,0.032228617437029206,103159.44079589844
MMM,562.0,177.6300048828125,99828.06274414062,148.32000732421875,-0.16500589288352707,83355.84411621094
Cash,10386.790017852782,1.0,10386.790017852782,1,0.0,10386.790017852782
Total,,,1009867.0725,,-0.0009328787706278652,1027974.6447122192
