,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-09
RIVN,103.69000244140624,103.69000244140624,10751.61660629883,64.52999877929688,-0.3776642177652385,6691.115730969234
LCID,38.04999923706055,38.04999923706055,1447.8024419403082,28.82999992370605,-0.24231273319906554,1096.9814751014708
APPS,60.9900016784668,60.9900016784668,3719.780304739383,50.04999923706055,-0.17937370290758237,3052.5495374755847
BUR,10.5600004196167,10.5600004196167,111.51360886230486,9.640000343322754,-0.08712121588413146,101.7984076705934
FIGS,27.559999465942383,27.559999465942383,759.5535705627444,21.149999618530277,-0.23258345325199814,582.893978191376
AMZN,3334.340087890625,3334.340087890625,11117823.82171446,3223.7900390625,-0.033155000963942305,10749212.362188578
COST,567.7000122070312,567.7000122070312,322283.30385986343,528.8300170898438,-0.06846925186080888,300216.80715734884
AAPL,177.57000732421875,177.57000732421875,31531.1075011231,176.27999877929688,-0.007264788487430174,31302.04067435302
NVDA,294.1099853515625,294.1099853515625,86500.68348349631,267.04998779296875,-0.09200638844766784,78542.06799792498
ROKU,228.1999969482422,228.1999969482422,52075.238607177744,164.9600067138672,-0.27712528957096527,37643.8730286865
ILMN,380.4400024414063,380.4400024414063,144734.59545761722,367.8599853515625,-0.03306701979054183,139948.65372524413
ZG,62.220001220703125,62.220001220703125,3871.3285519042975,48.470001220703125,-0.22099003102277026,3015.8035351196304
RCL,76.9000015258789,76.9000015258789,5913.610234680178,88.05000305175781,0.1449935150147772,6771.045369033818
ENJY,4.619999885559082,4.619999885559082,21.34439894256593,3.319999933242798,-0.2813852780342584,15.338399311637886
COIN,252.3699951171875,252.3699951171875,63690.61443544924,214.5,-0.1500574388789866,54133.36395263672
DIS,154.88999938964844,154.88999938964844,23990.911910925293,147.22999572753906,-0.0494544753844276,22804.453948376467
GOOGL,2897.0400390625,2897.0400390625,8392840.987931252,2831.840087890625,-0.022505712828523428,8203954.11884141
RBLX,103.16000366210938,103.16000366210938,10641.98635556642,70.4800033569336,-0.3167894449889316,7270.717404406751
CCL,20.1200008392334,20.1200008392334,404.8144337707527,23.190000534057617,0.15258447150945487,466.5828302070622
WMT,144.69000244140625,144.69000244140625,20935.196806494147,137.69000244140625,-0.048379292845991406,19922.366789404303
DKNG,27.46999931335449,27.46999931335449,754.600862275696,23.420000076293945,-0.14743353979960394,643.3473860145567
HD,415.010009765625,415.010009765625,172233.30820566416,364.3699951171875,-0.12202118854202149,151217.19523188472
TWLO,263.3399963378906,263.3399963378906,69347.95367124025,202.00999450683597,-0.23289284834789148,53197.31121364749
TSP,35.849998474121094,35.849998474121094,1285.2223905944848,16.09000015258789,-0.5511854717594278,576.826480918884
PD,34.75,34.75,1207.5625,33.790000915527344,-0.027625872934464946,1174.2025318145752
FATE,58.5099983215332,58.5099983215332,3423.4199035858182,40.95000076293945,-0.3001196045519491,2395.984475906371
SI,148.1999969482422,148.1999969482422,21963.239095459,127.1999969482422,-0.14170040777621684,18851.03915954591
NRIX,28.950000762939453,28.950000762939453,838.1025441741949,19.690000534057617,-0.3198618302192272,570.0255304832463
TDOC,91.81999969482422,91.81999969482422,8430.91234395752,75.88999938964844,-0.17349161792769785,6968.21972079773
EXAS,77.83000183105469,77.83000183105469,6057.509185021976,82.54000091552734,0.06051649715615626,6424.088422390749
BEAM,79.69000244140625,79.69000244140625,6350.496489111334,68.4000015258789,-0.14167399384670054,5450.796288589481
U,142.99000549316406,142.99000549316406,20446.14167093509,115.51000213623048,-0.19218128751136598,16516.77583997499
MSFT,336.32000732421875,336.32000732421875,113111.14732656255,311.2099914550781,-0.07466108266623017,104666.14660554193
GOOG,2893.590087890625,2893.590087890625,8372863.596738875,2829.06005859375,-0.022301026523047107,8186140.143594146
SOFI,15.8100004196167,15.8100004196167,249.9561132682802,12.859999656677246,-0.18659080864281052,203.31659996833787
CRWD,204.75,204.75,41922.5625,186.8999938964844,-0.0871795169890871,38267.77375030518
CAT,206.7400054931641,206.7400054931641,42741.42987131352,203.6000061035156,-0.015188155684519034,42092.26638024906
TSLA,1056.780029296875,1056.780029296875,1116784.030320704,932.0,-0.11807568825831893,984918.9873046875
NEE,93.36000061035156,93.36000061035156,8716.089713964844,76.66000366210938,-0.17887742972433662,7156.977988684084
DUK,104.9000015258789,104.9000015258789,11004.010320129397,104.70999908447266,-0.0018112720556956452,10984.07906373596
RAPT,36.72999954223633,36.72999954223633,1349.0928663726809,23.479999542236328,-0.3607405435647677,862.4203724380495
