,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-28
AMZN,29.0,3334.340087890625,96695.86254882812,2879.56005859375,-0.13639281456276964,83507.24169921875
GOOGL,34.0,2897.0400390625,98499.361328125,2667.02001953125,-0.07939828805600002,90678.6806640625
CAT,483.0,206.7400054931641,99855.42265319826,201.16000366210935,-0.026990430892869677,97160.28176879881
PYPL,530.0,188.5800018310547,99947.40097045898,163.52000427246094,-0.13288788479832836,86665.6022644043
PTON,2796.0,35.7599983215332,99984.95530700684,25.63999938964844,-0.282997746277603,71689.43829345705
HLTH,7457.0,13.40999984741211,99998.3688621521,7.619999885559082,-0.4317673398758758,56822.339146614075
JPM,631.0,158.35000610351562,99918.85385131836,146.61000061035156,-0.07413959608873932,92510.91038513184
BAM,1656.0,60.380001068115234,99989.28176879884,53.18000030517578,-0.11924479356694728,88066.0805053711
AMAT,635.0,157.36000061035156,99923.60038757324,132.4499969482422,-0.15829946343092938,84105.74806213379
PEP,575.0,173.7100067138672,99883.25386047363,172.6699981689453,-0.00598703876993667,99285.24894714355
Cash,6470.7684620666505,1.0,6470.7684620666505,1,0.0,6470.7684620666505
Total,,,1001167.13,,0.01637622658108362,856962.3401984024
