,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-18
AMZN,29.0,3334.340087890625,96695.86254882812,3052.030029296875,-0.08466744577705787,88508.87084960938
HD,240.0,415.010009765625,99602.40234375,346.8699951171875,-0.16418884616040774,83248.798828125
PFE,1693.0,59.04999923706055,99971.6487083435,48.52999877929688,-0.17815411674317472,82161.28793334962
PYPL,530.0,188.5800018310547,99947.40097045898,103.6500015258789,-0.45036588970480007,54934.50080871582
NKE,599.0,166.6699981689453,99835.32890319824,142.9499969482422,-0.14231716254451088,85627.04817199707
LUV,2334.0,42.84000015258789,99988.56035614014,45.97999954223633,0.07329597055238946,107317.31893157959
SNAP,2126.0,47.02999877929688,99985.77740478516,38.0099983215332,-0.1917924876012197,80809.25643157959
HUT,12738.0,7.849999904632568,99993.29878520966,5.940000057220459,-0.2433120854288099,75663.7207288742
UBER,2384.0,41.93000030517578,99961.12072753906,34.68000030517578,-0.1729072250711401,82677.12072753906
SBUX,854.0,116.97000122070312,99892.38104248048,93.33999633789062,-0.20201765098921887,79712.3568725586
Cash,5221.878209266662,1.0,5221.878209266662,1,0.0,5221.878209266662
Total,,,1001095.66,,-0.17411784150680543,825882.1584931946
