,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-13
AMZN,29.0,3334.340087890625,96695.86254882812,3224.280029296875,-0.03300804827721593,93504.12084960938
AAPL,619.0,177.57000732421875,109915.8345336914,172.19000244140625,-0.030297936931372282,106585.61151123047
NVDA,680.0,294.1099853515625,199994.7900390625,265.75,-0.09642646208581651,180710.0
HD,120.0,415.010009765625,49801.201171875,386.9800109863281,-0.06754053666109572,46437.601318359375
MSFT,356.0,336.32000732421875,119729.92260742188,304.79998779296875,-0.09372032244535522,108508.79565429688
GOOG,41.0,2893.590087890625,118637.19360351562,2782.6201171875,-0.03835027330495877,114087.4248046875
SOFI,3162.0,15.8100004196167,49991.221326828,13.09000015258789,-0.17204302307632402,41390.58048248291
CRWD,244.0,204.75,49959.0,174.89999389648438,-0.14578757559714595,42675.59851074219
CAT,241.0,206.7400054931641,49824.34132385255,227.0,0.09799745558924133,54707.0
TSLA,141.0,1056.780029296875,149005.98413085938,1031.56005859375,-0.023864919854612476,145449.96826171875
Cash,6444.648714065552,1.0,6444.648714065552,1,0.0,6444.648714065552
Total,,,1000000.0,,-0.037121207688922464,940501.350107193
