,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-07
DIS,1001.0,154.88999938964844,155044.8893890381,157.8300018310547,0.018981228310358755,157987.83183288574
NET,1001.0,131.5,131631.5,107.0,-0.18631178707224338,107107.0
MO,500.0,47.38999938964844,23694.99969482422,49.77000045776367,0.05022158891681916,24885.000228881836
PM,1001.0,95.0,95095.0,99.13999938964844,0.043578940943667765,99239.13938903809
SE,1001.0,223.7100067138672,223933.71672058103,187.1000061035156,-0.1636493653016471,187287.1061096191
KO,1001.0,59.209999084472656,59269.20908355713,60.33000183105469,0.018915770374935637,60390.33183288574
FANG,1001.0,107.8499984741211,107957.8484725952,121.5199966430664,0.1267501007172056,121641.51663970947
CRM,500.0,254.1300048828125,127065.00244140624,228.30999755859372,-0.10160156938620923,114154.99877929686
ARCC,1001.0,21.190000534057617,21211.190534591675,21.21999931335449,0.0014157045087683784,21241.219312667843
GILD,751.0,72.61000061035156,54530.11045837402,71.26000213623047,-0.018592459203596756,53516.26160430908
Cash,566.5332050323486,1.0,566.5332050323486,1,0.0,566.5332050323486
Total,,,1000000.0,,-0.002546033898902289,948016.9389343262
