,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-25
NVDA,340.0,294.1099853515625,99997.39501953124,276.9200134277344,-0.058447427085075554,94152.80456542969
COIN,396.0,252.3699951171875,99938.51806640624,186.7100067138672,-0.26017351378412157,73937.1626586914
TWLO,379.0,263.3399963378906,99805.85861206056,154.82000732421875,-0.412090797154984,58676.782775878906
MSFT,297.0,336.32000732421875,99887.04217529295,303.67999267578125,-0.09705046960519326,90192.95782470703
TSLA,94.0,1056.780029296875,99337.32275390624,1010.6400146484376,-0.04366094491692496,95000.16137695314
MRNA,393.0,253.97999572753903,99814.13832092284,165.9199981689453,-0.3467202104100413,65206.55928039551
AVGO,150.0,665.4099731445312,99811.49597167967,628.8699951171875,-0.05491348116510264,94330.49926757812
XOM,1634.0,61.18999862670898,99984.45775604248,85.19999694824219,0.39238435790800974,139216.79501342773
BZH,4306.0,23.21999931335449,99985.31704330444,15.899999618530272,-0.3152454742155948,68465.39835739134
FOA,25188.0,3.9700000286102295,99996.36072063446,3.049999952316284,-0.23173805281205706,76823.39879894257
Cash,3692.753560218811,1.0,3692.753560218811,1,0.0,3692.753560218811
Total,,,1002250.66,,-0.14030472652038573,859695.2734796143
