,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-17
COST,176.0,567.7000122070312,99915.2021484375,552.7899780273438,-0.026263931405817953,97291.0361328125
NVDA,340.0,294.1099853515625,99997.39501953124,247.66000366210935,-0.15793405189534604,84204.40124511717
GOOGL,34.0,2897.0400390625,98499.361328125,2676.780029296875,-0.07602932883071323,91010.52099609375
HD,240.0,415.010009765625,99602.40234375,336.3599853515625,-0.18951356006685172,80726.396484375
BX,772.0,129.38999938964844,99889.0795288086,119.93000030517578,-0.07311228942806136,92585.9602355957
CVS,969.0,103.16000366210938,99962.04354858398,108.55999755859376,0.052345809468673066,105194.63763427736
GS,261.0,382.5499877929688,99845.54681396486,343.2699890136719,-0.1026793884007513,89593.46713256836
MRNA,393.0,253.97999572753903,99814.13832092284,168.25999450683594,-0.3375069007901731,66126.17784118652
PFE,1693.0,59.04999923706055,99971.6487083435,54.2400016784668,-0.08145635259508921,91828.32284164429
WFC,2084.0,47.97999954223633,99990.31904602052,51.47999954223633,0.0729470619714987,107284.31904602051
Cash,6494.0531935119625,1.0,6494.0531935119625,1,0.0,6494.0531935119625
Total,,,1003981.19,,0.01205591521407623,912339.2927832031
