,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-21
FB,297.0,336.3500061035156,99895.95181274414,303.1700134277344,-0.09864721889010375,90041.49398803711
TRMB,1146.0,87.19000244140625,99919.74279785156,70.62000274658203,-0.1900447210786541,80930.52314758301
ORCL,1146.0,87.20999908447266,99942.65895080566,82.22000122070312,-0.05721818502642295,94224.12139892578
INTC,1941.0,51.5,99961.5,52.040000915527344,0.010485454670433825,101009.64177703857
VIAC,3313.0,30.18000030517578,99986.34101104736,31.25,0.03545393253825502,103531.25
C,1655.0,60.38999938964844,99945.44898986816,63.27000045776367,0.047690033072080196,104711.85075759888
ATVI,1503.0,66.52999877929688,99994.5881652832,81.3499984741211,0.22275665063496097,122269.047706604
QCOM,546.0,182.8699951171875,99847.01733398438,164.92999267578125,-0.0981024931395107,90051.77600097656
MDT,966.0,103.4499969482422,99932.69705200195,105.5999984741211,0.020783002313229604,102009.59852600098
PYPL,530.0,188.5800018310547,99947.40097045898,163.5399932861328,-0.1327818872721973,86676.19644165039
Cash,993.37291595459,1.0,993.37291595459,1,0.0,993.37291595459
Total,,,1000366.72,,-0.024185942867322452,976448.8726603698
