,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-11
RIVN,964.0,103.69000244140624,99957.1623535156,58.84999847412109,-0.43244288659963714,56731.39852905273
LCID,2628.0,38.04999923706055,99995.39799499512,25.84000015258789,-0.3208935434768726,67907.52040100098
APPS,1639.0,60.9900016784668,99962.61275100708,49.130001068115234,-0.1944581125423852,80524.07175064087
BUR,9469.0,10.5600004196167,99992.64397335052,9.390000343322754,-0.11079545736764407,88913.91325092316
FIGS,3628.0,27.559999465942383,99987.67806243896,19.3799991607666,-0.296806983442954,70310.63695526123
AMZN,29.0,3334.340087890625,96695.86254882812,3065.8701171875,-0.0805166730526774,88910.2333984375
COST,176.0,567.7000122070312,99915.2021484375,509.6700134277344,-0.1022194777725921,89701.92236328125
AAPL,563.0,177.57000732421875,99971.91412353516,168.63999938964844,-0.05029006907830624,94944.31965637207
NVDA,340.0,294.1099853515625,99997.39501953124,239.4900054931641,-0.18571276929992264,81426.6018676758
ROKU,438.0,228.1999969482422,99951.59866333008,163.94000244140625,-0.28159507171864984,71805.72106933594
Cash,3835.432361030578,1.0,3835.432361030578,1,0.0,3835.432361030578
Total,,,1000262.9,,-0.04103064636371412,795011.7716030121
