,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-04
RCL,1300.0,76.9000015258789,99970.00198364258,75.58000183105469,-0.01716514523579049,98254.0023803711
CCL,4970.0,20.1200008392334,99996.40417099,19.959999084472656,-0.007952373165350246,99201.1954498291
TSLA,94.0,1056.780029296875,99337.32275390624,923.3200073242188,-0.12628931118376008,86792.08068847656
TTD,1091.0,91.63999938964844,99979.23933410645,73.04000091552734,-0.20296812088610872,79686.64099884033
UAL,2284.0,43.77999877929688,99993.51721191408,42.81999969482422,-0.0219278006222019,97800.87930297852
LUV,2334.0,42.84000015258789,99988.56035614014,43.65999984741211,0.019140982537430906,101902.43964385986
ALK,1919.0,52.09999847412109,99979.89707183836,53.4900016784668,0.026679524857110115,102647.31322097778
CZR,1069.0,93.52999877929688,99983.56869506836,78.83000183105469,-0.15716879226022262,84269.27195739746
PENN,1928.0,51.84999847412109,99966.79705810544,44.9900016784668,-0.1323046672620094,86740.72323608398
ABNB,600.0,166.49000549316406,99894.00329589844,155.55999755859375,-0.06564963405577573,93335.99853515625
Cash,910.6880683898926,1.0,910.6880683898926,1,0.0,910.6880683898926
Total,,,1000000.0,,0.01091261292867629,931541.2334823608
