,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-05
AMZN,29.0,3334.340087890625,96695.86254882812,3287.139892578125,-0.01415578317398325,95327.05688476562
AZTA,969.0,103.11000061035156,99913.59059143066,95.27999877929688,-0.07593833560959762,92326.31881713867
QRVO,639.0,156.38999938964844,99933.20960998537,157.24000549316406,0.0054351691721528095,100476.36351013184
DFS,865.0,115.55999755859376,99959.3978881836,120.63999938964844,0.04395986447195033,104353.5994720459
THS,2467.0,40.52999877929688,99987.5069885254,42.54999923706055,0.04983963776469458,104970.84811782837
BBWI,1432.0,69.79000091552734,99939.28131103516,66.5999984741211,-0.045708588616689916,95371.1978149414
IGT,3459.0,28.90999984741211,99999.68947219849,27.530000686645508,-0.047734319199248754,95226.27237510681
FIVN,728.0,137.32000732421875,99968.96533203124,133.22000122070312,-0.02985731055078744,96984.16088867188
ADSK,355.0,281.19000244140625,99822.45086669922,264.32000732421875,-0.05999500327435303,93833.60260009766
MARA,3043.0,32.86000061035156,99992.9818572998,29.6200008392334,-0.09860011293175386,90133.66255378723
Cash,3787.063533782959,1.0,3787.063533782959,1,0.0,3787.063533782959
Total,,,1000000.0,,-0.04343011792870033,972790.1465682983
