,Shares,Cost Per Share,Cost Basis,Current Price,As of 2021-12-31,Return
NEE,6426.0,93.36000061035156,599931.3639221191,93.36000061035156,599931.3639221191,0.0
DUK,3813.0,104.9000015258789,399983.70581817627,104.9000015258789,399983.70581817627,0.0
Cash,84.93025970458984,1.0,84.93025970458984,1.0,84.93025970458984,0.0
Total,,,1000000.0,,1000000.0,0.0
