,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-02
AMZN,29.0,3334.340087890625,96695.86254882812,3041.050048828125,-0.08796044534498626,88190.45141601562
GOOGL,34.0,2897.0400390625,98499.361328125,2691.429931640625,-0.07097247695907294,91508.61767578125
CAT,483.0,206.7400054931641,99855.42265319826,192.6100006103516,-0.06834673748366382,93030.63029479982
PYPL,530.0,188.5800018310547,99947.40097045898,106.61000061035156,-0.43466963848127715,56503.30032348633
PTON,2796.0,35.7599983215332,99984.95530700684,26.729999542236328,-0.25251675623987324,74737.07872009277
HLTH,7457.0,13.40999984741211,99998.3688621521,10.149999618530272,-0.24310218239942483,75688.54715538023
JPM,631.0,158.35000610351562,99918.85385131836,139.27999877929688,-0.12042947009267824,87885.67922973633
BAM,1656.0,60.380001068115234,99989.28176879884,54.77000045776367,-0.0929115685841555,90699.12075805664
AMAT,635.0,157.36000061035156,99923.60038757324,133.17999267578125,-0.15366044637000142,84569.2953491211
PEP,575.0,173.7100067138672,99883.25386047363,164.52000427246094,-0.052904277739991734,94599.00245666504
Cash,6855.00846206665,1.0,6855.00846206665,1,0.0,6855.00846206665
Total,,,1001551.37,,0.02276314303028859,844266.7318412018
