,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-03
PDD,1715.0,58.29999923706055,99984.49869155884,45.220001220703125,-0.22435674421145857,77552.30209350586
HUYA,14409.0,6.940000057220459,99998.4608244896,4.71999979019165,-0.3198847620641002,68010.47697687149
BILI,2155.0,46.400001525878906,99992.00328826904,27.780000686645508,-0.4012931083385498,59865.90147972107
IQ,21929.0,4.559999942779541,99996.23874521255,4.800000190734863,0.052631633983975634,105259.20418262482
JD,1427.0,70.06999969482422,99989.88956451416,67.83000183105469,-0.031968001620171105,96793.41261291504
BIDU,672.0,148.7899932861328,99986.87548828124,155.19000244140625,0.04301370686243544,104287.681640625
BABA,841.0,118.79000091552734,99902.3907699585,102.0500030517578,-0.14092093387282245,85824.0525665283
DIDI,20080.0,4.980000019073486,99998.4003829956,3.990000009536743,-0.19879518187651124,80119.2001914978
VZIO,5146.0,19.43000030517578,99986.78157043456,13.239999771118164,-0.31857953869453703,68133.03882217407
NIO,3156.0,31.68000030517578,99982.08096313477,19.8799991607666,-0.37247478001069756,62741.277351379395
Cash,182.37971115112305,1.0,182.37971115112305,1,0.0,182.37971115112305
Total,,,1000000.0,,-0.05017380967742746,808768.927628994
