,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-14
AMZN,29.0,3334.340087890625,96695.86254882812,3103.340087890625,-0.06927907589238613,89996.86254882812
GOOGL,34.0,2897.0400390625,98499.361328125,2710.52001953125,-0.06438296227055562,92157.6806640625
CAT,483.0,206.7400054931641,99855.42265319826,199.88999938964844,-0.033133432918198036,96546.8697052002
PYPL,530.0,188.5800018310547,99947.40097045898,114.12000274658205,-0.3948456801436452,60483.601455688484
PTON,2796.0,35.7599983215332,99984.95530700684,32.83000183105469,-0.08193502874730818,91792.6851196289
HLTH,7457.0,13.40999984741211,99998.3688621521,10.5,-0.21700222822699644,78298.5
JPM,631.0,158.35000610351562,99918.85385131836,152.49000549316406,-0.03700663330900533,96221.19346618652
BAM,1656.0,60.380001068115234,99989.28176879884,56.65999984741211,-0.06160982369819046,93828.95974731445
AMAT,635.0,157.36000061035156,99923.60038757324,131.86000061035156,-0.16204880465870142,83731.10038757324
PEP,575.0,173.7100067138672,99883.25386047363,166.6999969482422,-0.04035466867013482,95852.49824523926
Cash,6470.7684620666505,1.0,6470.7684620666505,1,0.0,6470.7684620666505
Total,,,1001167.13,,-0.010446641052642813,885380.7198017883
