,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-12
AAPL,281.0,177.57000732421875,49897.17205810547,175.52999877929688,-0.0114884747467352,49323.92965698242
NVDA,340.0,294.1099853515625,99997.39501953124,279.989990234375,-0.048009234029606995,95196.5966796875
GOOGL,51.0,2897.0400390625,147749.0419921875,2828.610107421875,-0.023620637173785597,144259.11547851562
RBLX,1211.0,103.16000366210938,124926.76443481444,89.05999755859375,-0.13668093837703632,107851.65704345703
MSFT,446.0,336.32000732421875,149998.72326660156,318.2699890136719,-0.053669177918238775,141948.41510009766
CRWD,366.0,204.75,74938.5,187.97000122070312,-0.08195359599168195,68797.02044677734
TSLA,47.0,1056.780029296875,49668.661376953125,1106.219970703125,0.046783568988472135,51992.338623046875
PYPL,397.0,188.5800018310547,74866.26072692871,187.1999969482422,-0.007317875010144581,74318.39878845215
CRM,393.0,254.1300048828125,99873.09191894533,237.8300018310547,-0.06414041135864412,93467.19071960449
NFLX,207.0,602.4400024414062,124705.0805053711,537.219970703125,-0.10825979595308266,111204.53393554688
Cash,3379.3087005615234,1.0,3379.3087005615234,1,0.0,3379.3087005615234
Total,,,1000000.0,,0.0017681113867458187,941738.5051727295
