,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-28
DIS,1291.0,154.88999938964844,199962.98921203613,148.4600067138672,-0.041513284919097115,191661.86866760254
GOOGL,69.0,2897.0400390625,199895.7626953125,2701.139892578125,-0.0676207935834292,186378.65258789062
RBLX,1938.0,103.16000366210938,199924.087097168,51.56999969482422,-0.5000969575017004,99942.65940856934
MU,2147.0,93.1500015258789,199993.053276062,88.86000061035156,-0.04605475947668658,190782.4213104248
CRM,786.0,254.1300048828125,199746.18383789065,210.52999877929688,-0.1715657547939725,165476.57904052734
Cash,692.6238815307618,1.0,692.6238815307618,1,0.0,692.6238815307618
Total,,,1000214.7,,0.001973519055076478,834934.8048965454
