,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-11
DKNG,3640.0,27.46999931335449,99990.79750061034,23.32999992370605,-0.15070984685594024,84921.19972229002
TSP,2789.0,35.849998474121094,99985.64574432372,16.469999313354492,-0.5405857736578809,45934.82808494568
PD,2877.0,34.75,99975.75,33.650001525878906,-0.0316546323488085,96811.05438995361
FATE,1709.0,58.5099983215332,99993.58713150024,37.79999923706055,-0.3539565831238597,64600.198696136475
SI,674.0,148.1999969482422,99886.79794311523,117.2300033569336,-0.20897432003405947,79013.02226257324
NRIX,3454.0,28.950000762939453,99993.30263519289,17.579999923706055,-0.39274613262838964,60721.31973648071
TDOC,1089.0,91.81999969482422,99991.97966766356,72.83000183105469,-0.20681766420044934,79311.87199401855
EXAS,1284.0,77.83000183105469,99933.72235107422,80.33000183105469,0.03212128923530977,103143.72235107422
BEAM,1254.0,79.69000244140625,99931.26306152344,63.209999084472656,-0.2068013910408757,79265.33885192871
U,699.0,142.99000549316406,99950.01383972168,111.3499984741211,-0.22127425556715286,77833.64893341064
Cash,367.1401252746582,1.0,367.1401252746582,1,0.0,367.1401252746582
Total,,,1000000.0,,-0.01417157928888979,771923.3451480865
