,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-19
APPS,4099.0,60.9900016784668,249998.0168800354,43.70000076293945,-0.2834891037825922,179126.30312728882
BUR,4734.0,10.5600004196167,49991.041986465454,9.619999885559082,-0.0890151985516433,45541.079458236694
RAPT,4083.0,36.72999954223633,149968.58813095093,23.61000061035156,-0.3572011733024364,96399.63249206542
CVNA,647.0,231.7899932861328,149968.12565612793,157.1300048828125,-0.32210186188303824,101663.11315917969
CURV,8097.0,9.880000114440918,79998.36092662811,8.979999542236328,-0.09109317426921082,72711.05629348755
FSLY,1974.0,35.45000076293945,69978.30150604248,29.520000457763672,-0.1672778611439465,58272.48090362549
AYX,826.0,60.5,49973.0,56.68999862670898,-0.0629752293105954,46825.938865661614
CRCT,2263.0,22.09000015258789,49989.6703453064,20.459999084472656,-0.07378909265984213,46300.97792816162
W,789.0,189.97000122070312,149886.33096313477,156.02000427246094,-0.17871241106536495,123099.78337097168
Cash,248.56360530853271,1.0,248.56360530853271,1,0.0,248.56360530853271
Total,,,1000000.0,,-0.030174423596707745,770188.9292039871
