,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-18
AMZN,29.0,3334.340087890625,96695.86254882812,3178.35009765625,-0.04678286741082183,92172.15283203125
GOOGL,34.0,2897.0400390625,98499.361328125,2719.9599609375,-0.061124484210547614,92478.638671875
CAT,483.0,206.7400054931641,99855.42265319826,229.8699951171875,0.11187960244486028,111027.20764160156
PYPL,530.0,188.5800018310547,99947.40097045898,174.4600067138672,-0.07487535783267907,92463.80355834961
PTON,2796.0,35.7599983215332,99984.95530700684,30.229999542236328,-0.15464203128798626,84523.07872009277
HLTH,7457.0,13.40999984741211,99998.3688621521,9.149999618530272,-0.31767339875875855,68231.54715538023
JPM,631.0,158.35000610351562,99918.85385131836,151.27000427246094,-0.04471109288386377,95451.37269592285
BAM,1656.0,60.380001068115234,99989.28176879884,55.560001373291016,-0.07982775106921147,92007.36227416992
AMAT,635.0,157.36000061035156,99923.60038757324,152.36000061035156,-0.03177427542327482,96748.60038757324
PEP,575.0,173.7100067138672,99883.25386047363,173.9600067138672,0.0014391801873094856,100027.00386047363
Cash,5934.63846206665,1.0,5934.63846206665,1,0.0,5934.63846206665
Total,,,1000631.0,,-0.030348688299724924,931065.4062595367
