,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-01
RCL,1300.0,76.9000015258789,99970.00198364258,81.2300033569336,0.05630691476121141,105599.00436401367
CCL,4970.0,20.1200008392334,99996.40417099,20.93000030517578,0.040258421081320384,104022.10151672363
TSLA,94.0,1056.780029296875,99337.32275390624,931.25,-0.11878539129888355,87537.5
TTD,1091.0,91.63999938964844,99979.23933410645,71.08999633789062,-0.22424708848349384,77559.18600463867
UAL,2284.0,43.77999877929688,99993.51721191408,43.959999084472656,0.004111473508329411,100404.63790893555
LUV,2334.0,42.84000015258789,99988.56035614014,45.18000030517578,0.05462185210675208,105450.12071228027
ALK,1919.0,52.09999847412109,99979.89707183836,54.810001373291016,0.05201541225602968,105180.39263534546
CZR,1069.0,93.52999877929688,99983.56869506836,80.80000305175781,-0.1361060183222934,86375.2032623291
PENN,1928.0,51.84999847412109,99966.79705810544,47.2400016784668,-0.08891025904186256,91078.72323608398
ABNB,600.0,166.49000549316406,99894.00329589844,156.94000244140625,-0.05736081888801381,94164.00146484375
Cash,910.6880683898926,1.0,910.6880683898926,1,0.0,910.6880683898926
Total,,,1000000.0,,0.02643173712665714,958281.559173584
