,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-21
FB,297.0,336.3500061035156,99895.95181274414,211.4900054931641,-0.37122044996165227,62812.531631469734
TRMB,1146.0,87.19000244140625,99919.74279785156,70.77999877929688,-0.1882096938021912,81113.87860107422
ORCL,1146.0,87.20999908447266,99942.65895080566,80.95999908447266,-0.07166609409026792,92780.15895080566
INTC,1941.0,51.5,99961.5,47.38999938964844,-0.07980583709420508,91983.98881530762
VIAC,3313.0,30.18000030517578,99986.34101104736,36.400001525878906,0.20609679117983348,120593.20505523682
C,1655.0,60.38999938964844,99945.44898986816,56.97999954223633,-0.05646630041192924,94301.89924240112
ATVI,1503.0,66.52999877929688,99994.5881652832,78.83999633789062,0.18502927678430137,118496.51449584961
QCOM,546.0,182.8699951171875,99847.01733398438,155.58999633789062,-0.14917700829933966,84952.13800048828
MDT,966.0,103.4499969482422,99932.69705200195,108.75,0.051232510469860104,105052.5
PYPL,530.0,188.5800018310547,99947.40097045898,114.6500015258789,-0.39203520833247363,60764.50080871582
Cash,3712.28791595459,1.0,3712.28791595459,1,0.0,3712.28791595459
Total,,,1003085.635,,-0.009805569618782761,916563.6035173035
