,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-18
AMZN,29.0,3334.340087890625,96695.86254882812,3052.030029296875,-0.08466744577705787,88508.87084960938
GOOGL,34.0,2897.0400390625,98499.361328125,2608.06005859375,-0.09975008165999177,88674.0419921875
CAT,483.0,206.7400054931641,99855.42265319826,191.9499969482422,-0.07153917070690485,92711.84852600098
PYPL,530.0,188.5800018310547,99947.40097045898,103.6500015258789,-0.45036588970480007,54934.50080871582
PTON,2796.0,35.7599983215332,99984.95530700684,29.6299991607666,-0.1714205662329511,82845.47765350342
HLTH,7457.0,13.40999984741211,99998.3688621521,9.5,-0.29157344458633006,70841.5
JPM,631.0,158.35000610351562,99918.85385131836,152.13999938964844,-0.03921696542157138,96000.33961486816
BAM,1656.0,60.380001068115234,99989.28176879884,53.20000076293945,-0.11891355048298136,88099.20126342773
AMAT,635.0,157.36000061035156,99923.60038757324,133.35000610351562,-0.152580035674304,84677.25387573242
PEP,575.0,173.7100067138672,99883.25386047363,167.7100067138672,-0.03454032449542832,96433.25386047363
Cash,6470.7684620666505,1.0,6470.7684620666505,1,0.0,6470.7684620666505
Total,,,1001167.13,,-0.014207374582298815,850197.0569065857
