,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-07
NVDA,340.0,294.1099853515625,99997.39501953124,247.27999877929688,-0.15922610215456523,84075.19958496094
COIN,396.0,252.3699951171875,99938.51806640624,205.7400054931641,-0.18476835807034364,81473.04217529298
TWLO,379.0,263.3399963378906,99805.85861206056,195.77999877929688,-0.2565504613735461,74200.61953735352
MSFT,297.0,336.32000732421875,99887.04217529295,300.95001220703125,-0.10516768062237258,89382.15362548828
TSLA,94.0,1056.780029296875,99337.32275390624,907.3400268554688,-0.14141069881954105,85289.96252441406
MRNA,393.0,253.97999572753903,99814.13832092284,160.27000427246094,-0.3689660328823965,62986.11167907715
AVGO,150.0,665.4099731445312,99811.49597167967,587.6300048828125,-0.11689029530794903,88144.50073242188
XOM,1634.0,61.18999862670898,99984.45775604248,82.38999938964844,0.34646186041399596,134625.25900268555
BZH,4306.0,23.21999931335449,99985.31704330444,17.0,-0.2678725020365178,73202.0
FOA,25188.0,3.9700000286102295,99996.36072063446,3.259999990463257,-0.1788413181436478,82112.87975978851
Cash,1442.093560218811,1.0,1442.093560218811,1,0.0,1442.093560218811
Total,,,1000000.0,,0.0055784183725362535,856933.8221817017
