,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-24
MTTR,4844.0,20.63999938964844,99980.15704345705,6.840000152587891,-0.6686046339701759,33132.96073913574
ATVI,1503.0,66.52999877929688,99994.5881652832,81.01000213623047,0.21764622910889853,121758.0332107544
AMD,694.0,143.89999389648438,99866.59576416016,116.61000061035156,-0.18964554860067673,80927.34042358398
OLPX,3432.0,29.1299991607666,99974.15711975098,17.520000457763672,-0.3985581543936232,60128.64157104492
SQ,619.0,161.50999450683594,99974.68659973145,94.98999786376952,-0.4118630357593811,58798.80867767333
NOVA,3581.0,27.920000076293945,99981.52027320862,18.030000686645508,-0.35422633820283356,64565.43245887756
DE,291.0,342.8900146484375,99780.99426269533,342.760009765625,-0.0003791445573176899,99743.16284179688
FDX,386.0,258.6400146484375,99835.04565429688,215.9199981689453,-0.16517172154339832,83345.11929321289
PDD,1715.0,58.29999923706055,99984.49869155884,51.060001373291016,-0.12418521369666091,87567.90235519409
AMGN,444.0,224.97000122070312,99886.6805419922,219.2700042724609,-0.02533669785888637,97355.88189697264
Cash,1907.9858838653563,1.0,1907.9858838653563,1,0.0,1907.9858838653563
Total,,,1001166.91,,0.03234191794900143,789231.2693521118
