,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-08
RIVN,964.0,103.69000244140624,99957.1623535156,42.209999084472656,-0.5929212258595042,40690.43911743164
LCID,2628.0,38.04999923706055,99995.39799499512,24.239999771118164,-0.36294348864247805,63702.719398498535
APPS,1639.0,60.9900016784668,99962.61275100708,35.88999938964844,-0.4115429020832475,58823.70899963379
BUR,9469.0,10.5600004196167,99992.64397335052,8.6899995803833,-0.17708340576953074,82285.60602664948
FIGS,3628.0,27.559999465942383,99987.67806243896,14.039999961853027,-0.4905660292481814,50937.11986160278
AMZN,29.0,3334.340087890625,96695.86254882812,2720.2900390625,-0.18415939365578815,78888.4111328125
COST,176.0,567.7000122070312,99915.2021484375,523.3599853515625,-0.0781046783548397,92111.357421875
AAPL,563.0,177.57000732421875,99971.91412353516,157.44000244140625,-0.11336376669770498,88638.72137451172
NVDA,340.0,294.1099853515625,99997.39501953124,215.13999938964844,-0.2685049467719287,73147.59979248047
ROKU,438.0,228.1999969482422,99951.59866333008,113.45999908447266,-0.5028045547686558,49695.47959899902
Cash,3849.0323610305777,1.0,3849.0323610305777,1,0.0,3849.0323610305777
Total,,,1000276.5,,0.0088915139016712,682770.1950855255
