,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-08
AAPL,281.0,177.57000732421875,49897.17205810547,157.44000244140625,-0.11336376669770498,44240.640686035156
NVDA,340.0,294.1099853515625,99997.39501953124,215.13999938964844,-0.2685049467719287,73147.59979248047
GOOGL,51.0,2897.0400390625,147749.0419921875,2542.090087890625,-0.1225215897557077,129646.59448242188
RBLX,1211.0,103.16000366210938,124926.76443481444,41.90999984741211,-0.5937378988015135,50753.009815216064
MSFT,446.0,336.32000732421875,149998.72326660156,275.8500061035156,-0.17979900066548504,123029.10272216797
CRWD,366.0,204.75,74938.5,156.77000427246094,-0.23433453346783428,57377.8215637207
TSLA,47.0,1056.780029296875,49668.661376953125,824.4000244140625,-0.21989439470901595,38746.80114746094
PYPL,397.0,188.5800018310547,74866.26072692871,94.9000015258789,-0.4967652953418781,37675.300605773926
CRM,393.0,254.1300048828125,99873.09191894533,192.0800018310547,-0.2441663788593995,75487.44071960449
NFLX,207.0,602.4400024414062,124705.0805053711,341.760009765625,-0.4327069776564766,70744.32202148438
Cash,3731.248700561524,1.0,3731.248700561524,1,0.0,3731.248700561524
Total,,,1000351.94,,-0.008017662335471853,704579.8822569274
