,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-04
RIVN,103.69000244140624,103.69000244140624,10751.61660629883,60.869998931884766,-0.4129617369207649,6311.610337855526
LCID,38.04999923706055,38.04999923706055,1447.8024419403082,27.549999237060547,-0.2759526993570355,1048.2774499511725
APPS,60.9900016784668,60.9900016784668,3719.780304739383,44.06999969482422,-0.2774225531726191,2687.8293553573603
BUR,10.5600004196167,10.5600004196167,111.51360886230486,9.3100004196167,-0.11837120741756291,98.31360833778399
FIGS,27.559999465942383,27.559999465942383,759.5535705627444,21.489999771118164,-0.22024672759247688,592.2643822151185
AMZN,3334.340087890625,3334.340087890625,11117823.82171446,3152.7900390625,-0.0544485697447189,10512474.215948343
COST,567.7000122070312,567.7000122070312,322283.30385986343,519.77001953125,-0.08442838056220081,295073.4464327395
AAPL,177.57000732421875,177.57000732421875,31531.1075011231,172.38999938964844,-0.029171637781781,30611.29345424194
NVDA,294.1099853515625,294.1099853515625,86500.68348349631,243.19000244140625,-0.17313245196108995,71524.60805568844
ROKU,228.1999969482422,228.1999969482422,52075.238607177744,158.72999572753906,-0.30442595157641283,36222.18454061891
ILMN,380.4400024414063,380.4400024414063,144734.59545761722,358.3800048828125,-0.05798548369526768,136342.0899325684
ZG,62.220001220703125,62.220001220703125,3871.3285519042975,47.7400016784668,-0.23272258531261858,2970.3829627105733
RCL,76.9000015258789,76.9000015258789,5913.610234680178,75.58000183105469,-0.01716514523579049,5812.102256134036
ENJY,4.619999885559082,4.619999885559082,21.34439894256593,3.470000028610229,-0.24891772412017887,16.031399735069268
COIN,252.3699951171875,252.3699951171875,63690.61443544924,194.44000244140625,-0.22954389902366001,49070.82246672362
DIS,154.88999938964844,154.88999938964844,23990.911910925293,142.02000427246094,-0.08309119483441374,21997.478375079343
GOOGL,2897.0400390625,2897.0400390625,8392840.987931252,2865.860107421875,-0.010762685782801595,8302511.477553129
RBLX,103.16000366210938,103.16000366210938,10641.98635556642,63.7400016784668,-0.38212486025842907,6575.4188065734925
CCL,20.1200008392334,20.1200008392334,404.8144337707527,19.959999084472656,-0.007952373165350246,401.5951983306877
WMT,144.69000244140625,144.69000244140625,20935.196806494147,139.3300018310547,-0.03704471988327007,20159.65830509644
DKNG,27.46999931335449,27.46999931335449,754.600862275696,21.88999938964844,-0.20313069032343734,601.3182682029728
HD,415.010009765625,415.010009765625,172233.30820566416,359.6700134277344,-0.1333461724673668,149266.65578504652
TWLO,263.3399963378906,263.3399963378906,69347.95367124025,192.0,-0.27090452392334097,50561.279296875
TSP,35.849998474121094,35.849998474121094,1285.2223905944848,16.549999237060547,-0.5383542554678926,593.3174473953259
PD,34.75,34.75,1207.5625,31.75,-0.08633093525179858,1103.3125
FATE,58.5099983215332,58.5099983215332,3423.4199035858182,38.90999984741211,-0.33498545609952246,2276.6240257629397
SI,148.1999969482422,148.1999969482422,21963.239095459,111.73999786376952,-0.24601889227572737,16559.86734240723
NRIX,28.950000762939453,28.950000762939453,838.1025441741949,18.200000762939453,-0.3713298693159859,526.8900359725958
TDOC,91.81999969482422,91.81999969482422,8430.91234395752,74.55000305175781,-0.18808534851302006,6845.181257461547
EXAS,77.83000183105469,77.83000183105469,6057.509185021976,77.72000122070312,-0.0014133445684653134,6048.947837316897
BEAM,79.69000244140625,79.69000244140625,6350.496489111334,61.33000183105469,-0.23039277259215973,4887.387995648198
U,142.99000549316406,142.99000549316406,20446.14167093509,108.66000366210938,-0.24008672293320465,15537.294520532247
MSFT,336.32000732421875,336.32000732421875,113111.14732656255,305.94000244140625,-0.0903306500392812,102893.74386186525
GOOG,2893.590087890625,2893.590087890625,8372863.596738875,2860.320068359375,-0.011497834358253245,8276593.797999322
SOFI,15.8100004196167,15.8100004196167,249.9561132682802,11.890000343322754,-0.24794433727086407,187.98091041717544
CRWD,204.75,204.75,41922.5625,177.2100067138672,-0.13450546171493438,36283.74887466431
CAT,206.7400054931641,206.7400054931641,42741.42987131352,198.41000366210935,-0.040292162183047764,41019.285247003194
TSLA,1056.780029296875,1056.780029296875,1116784.030320704,923.3200073242188,-0.1262893111837602,975746.1443904787
NEE,93.36000061035156,93.36000061035156,8716.089713964844,76.01000213623047,-0.1858397425095707,7096.2938458313
DUK,104.9000015258789,104.9000015258789,11004.010320129397,104.25,-0.006196391958283698,10935.825159072876
RAPT,36.72999954223633,36.72999954223633,1349.0928663726809,19.76000022888184,-0.4620201340825081,725.7847993614197
CVNA,231.7899932861328,231.7899932861328,53726.60098758549,150.30999755859375,-0.35152507911312714,34840.353324945085
CURV,9.880000114440918,9.880000114440918,97.61440226135257,8.680000305175781,-0.12145746916654188,85.75840400848392
FSLY,35.45000076293945,35.45000076293945,1256.7025540924078,26.780000686645508,-0.24456981353179086,949.3510447731023
AYX,60.5,60.5,3660.25,52.77000045776367,-0.12776858747498065,3192.585027694702
CRCT,22.09000015258789,22.09000015258789,487.968106741333,18.950000762939453,-0.14214573870342762,418.60551974487316
FB,336.3500061035156,336.3500061035156,113131.326605835,237.08999633789065,-0.29510928486523214,79745.22171533202
IMMR,5.710000038146973,5.710000038146973,32.60410043563843,5.050000190734863,-0.1155866625223867,28.83550128173829
MTTR,20.63999938964844,20.63999938964844,426.009574804688,8.380000114440918,-0.5939922305112213,172.9631972473144
TRMB,87.19000244140625,87.19000244140625,7602.096525732428,70.47000122070312,-0.19176511930871165,6144.279578479007
PRNT,34.29999923706055,34.29999923706055,1176.489947662354,29.84000015258789,-0.13002913071944633,1023.5119824676513
KTOS,19.39999961853028,19.39999961853028,376.35998519897487,16.479999542236328,-0.1505154708098474,319.71198483276396
BX,129.38999938964844,129.38999938964844,16741.771942053223,132.25,0.022103722264801062,17111.827419281006
CVS,103.16000366210938,103.16000366210938,10641.98635556642,108.48999786376952,0.05166725487057966,11191.828576928701
GS,382.5499877929688,382.5499877929688,146344.49316040057,367.6000061035156,-0.03907981222455004,140625.37784759517
MRNA,253.97999572753903,253.97999572753903,64505.838229760746,163.00999450683594,-0.35817782010789767,41401.27770839235
PFE,59.04999923706055,59.04999923706055,3486.902409896851,53.0,-0.10245553455085377,3129.649959564209
WFC,47.97999954223633,47.97999954223633,2302.0803560729983,56.33000183105469,0.17403089554988282,2702.7134620681754
ORCL,87.20999908447266,87.20999908447266,7605.5839403137215,82.11000061035156,-0.05847951528105366,7160.813078054809
INTC,51.5,51.5,2652.25,48.0099983215332,-0.06776702288285041,2472.51491355896
VIAC,30.18000030517578,30.18000030517578,910.8324184204102,33.40999984741211,0.10702450329937174,1008.3138055908203
C,60.38999938964844,60.38999938964844,3646.952026281738,66.08000183105469,0.09422093887918792,3990.57127024536
ATVI,66.52999877929688,66.52999877929688,4426.240737573244,79.25,0.191191965340324,5272.502403259277
QCOM,182.8699951171875,182.8699951171875,33441.43511416018,179.47000122070312,-0.01859240983905297,32819.678246911615
MDT,103.4499969482422,103.4499969482422,10701.901868591322,102.7300033569336,-0.006959822257595949,10627.418533767692
PYPL,188.5800018310547,188.5800018310547,35562.41709060059,126.08000183105467,-0.33142432597912796,23776.166976159668
AVGO,665.4099731445312,665.4099731445312,442770.4323602058,590.1599731445312,-0.11308817576687447,392698.3318810798
XOM,61.18999862670898,61.18999862670898,3744.215931936648,81.41000366210938,0.3304462410393727,4981.478012284845
BZH,23.21999931335449,23.21999931335449,539.168368112183,16.989999771118164,-0.26830317512771307,394.5077830192567
FOA,3.9700000286102295,3.9700000286102295,15.760900227165225,3.25,-0.18136020741095027,12.902500092983246
