,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-16
AMZN,29.0,3334.340087890625,96695.86254882812,3162.010009765625,-0.05168341368382123,91698.29028320312
GOOGL,34.0,2897.0400390625,98499.361328125,2754.760009765625,-0.049112206727704666,93661.84033203125
CAT,483.0,206.7400054931641,99855.42265319826,203.63999938964844,-0.014994708431591675,98358.1197052002
PYPL,530.0,188.5800018310547,99947.40097045898,110.54000091552734,-0.4138296752454268,58586.20048522949
PTON,2796.0,35.7599983215332,99984.95530700684,32.04999923706055,-0.1037471828470039,89611.79786682129
HLTH,7457.0,13.40999984741211,99998.3688621521,10.170000076293944,-0.2416107239362444,75837.69056892394
JPM,631.0,158.35000610351562,99918.85385131836,155.0,-0.021155705553466686,97805.0
BAM,1656.0,60.380001068115234,99989.28176879884,56.43999862670898,-0.06525343444365816,93464.63772583006
AMAT,635.0,157.36000061035156,99923.60038757324,140.9600067138672,-0.10421958460138403,89509.60426330566
PEP,575.0,173.7100067138672,99883.25386047363,166.3000030517578,-0.04265732183359494,95622.50175476074
Cash,6470.7684620666505,1.0,6470.7684620666505,1,0.0,6470.7684620666505
Total,,,1001167.13,,-0.00579450060570974,890626.4514473724
