,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-27
DIS,1001.0,154.88999938964844,155044.8893890381,135.4199981689453,-0.12570211955210542,135555.41816711426
NET,1001.0,131.5,131631.5,80.33999633789062,-0.3890494575065352,80420.33633422852
MO,500.0,47.38999938964844,23694.99969482422,50.34000015258789,0.06224943660969595,25170.000076293945
PM,1001.0,95.0,95095.0,102.25,0.07631578947368411,102352.25
SE,1001.0,223.7100067138672,223933.71672058103,128.27999877929688,-0.4265790759044077,128408.27877807617
KO,1001.0,59.209999084472656,59269.20908355713,59.650001525878906,0.007431218513928917,59709.651527404785
FANG,1001.0,107.8499984741211,107957.8484725952,128.63999938964844,0.19276774417865172,128768.63938903809
CRM,500.0,254.1300048828125,127065.00244140624,212.7400054931641,-0.16286939202135786,106370.00274658205
ARCC,1001.0,21.190000534057617,21211.190534591675,21.920000076293945,0.03445018989324877,21941.92007637024
GILD,751.0,72.61000061035156,54530.11045837402,67.2699966430664,-0.07354364305739813,50519.76747894287
Cash,566.5332050323486,1.0,566.5332050323486,1,0.0,566.5332050323486
Total,,,1000000.0,,-0.0016883524012994977,839782.7977790833
