,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-04
AMZN,29.0,3334.340087890625,96695.86254882812,2912.820068359375,-0.12641782434314086,84471.78198242188
AZTA,969.0,103.11000061035156,99913.59059143066,83.25,-0.19260983893697847,80669.25
QRVO,639.0,156.38999938964844,99933.20960998537,129.6300048828125,-0.17111065036942008,82833.57312011719
DFS,865.0,115.55999755859376,99959.3978881836,110.22000122070312,-0.046209730449180975,95340.3010559082
THS,2467.0,40.52999877929688,99987.5069885254,36.09000015258789,-0.10954845202159214,89034.03037643433
BBWI,1432.0,69.79000091552734,99939.28131103516,49.81999969482422,-0.28614416046325153,71342.23956298828
IGT,3459.0,28.90999984741211,99999.68947219849,25.84000015258789,-0.1061916191984702,89380.56052780151
FIVN,728.0,137.32000732421875,99968.96533203124,97.41999816894533,-0.29056224167733746,70921.7586669922
ADSK,355.0,281.19000244140625,99822.45086669922,207.66000366210935,-0.26149577915601363,73719.30130004881
MARA,3043.0,32.86000061035156,99992.9818572998,22.81999969482422,-0.3055386709994321,69441.2590713501
Cash,4505.963533782959,1.0,4505.963533782959,1,0.0,4505.963533782959
Total,,,1000718.9,,-0.02731662540007329,811660.0191978455
