,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-22
AMZN,29.0,3334.340087890625,96695.86254882812,3297.780029296875,-0.010964705947820286,95635.62084960938
HD,240.0,415.010009765625,99602.40234375,329.7300109863281,-0.205489016584102,79135.20263671875
PFE,1693.0,59.04999923706055,99971.6487083435,53.040000915527344,-0.10177812699718458,89796.7215499878
PYPL,530.0,188.5800018310547,99947.40097045898,117.87000274658205,-0.37496022058489753,62471.101455688484
NKE,599.0,166.6699981689453,99835.32890319824,133.08999633789062,-0.20147598368013575,79720.90780639648
LUV,2334.0,42.84000015258789,99988.56035614014,43.060001373291016,0.005135415964508061,100502.04320526123
SNAP,2126.0,47.02999877929688,99985.77740478516,36.2400016784668,-0.2294279689749844,77046.24356842041
HUT,12738.0,7.849999904632568,99993.29878520966,5.869999885559082,-0.2522293048570634,74772.05854225159
UBER,2384.0,41.93000030517578,99961.12072753906,33.349998474121094,-0.20462680106385744,79506.39636230469
SBUX,854.0,116.97000122070312,99892.38104248048,87.88999938964844,-0.24861076795396053,75058.05947875977
Cash,5860.573209266662,1.0,5860.573209266662,1,0.0,5860.573209266662
Total,,,1001734.355,,-0.18049507133533482,819504.9286646652
