,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-28
AMZN,59.0,3334.340087890625,196726.06518554688,3379.81005859375,0.013636872515871756,199408.79345703125
DIS,968.0,154.88999938964844,149933.5194091797,138.72000122070312,-0.10439665719325952,134280.96118164062
MSFT,297.0,336.32000732421875,99887.04217529295,310.70001220703125,-0.07617743387026421,92277.90362548828
FB,297.0,336.3500061035156,99895.95181274414,223.58999633789065,-0.3352460464380719,66406.22891235353
INTC,1941.0,51.5,99961.5,51.5099983215332,0.00019414216569324516,99980.90674209595
FDX,386.0,258.6400146484375,99835.04565429688,230.0500030517578,-0.11053978494217664,88799.30117797852
ADBE,264.0,567.0599975585938,149703.83935546875,450.010009765625,-0.20641552621753056,118802.642578125
AB,2047.0,48.84000015258789,99975.4803123474,46.08000183105469,-0.056511021967860287,94325.76374816895
Cash,7904.2910951232925,1.0,7904.2910951232925,1,0.0,7904.2910951232925
Total,,,1003822.735,,-0.09781320748199462,902186.7925180054
