,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-27
RIVN,964.0,103.69000244140624,99957.1623535156,53.93999862670898,-0.4797955699037646,51998.158676147454
LCID,2628.0,38.04999923706055,99995.39799499512,28.700000762939453,-0.24572926837313136,75423.60200500488
APPS,1639.0,60.9900016784668,99962.61275100708,37.060001373291016,-0.39235939738667913,60741.342250823975
BUR,9469.0,10.5600004196167,99992.64397335052,8.989999771118164,-0.1486742979273028,85126.3078327179
FIGS,3628.0,27.559999465942383,99987.67806243896,20.46999931335449,-0.25725690457104156,74265.15750885008
AMZN,29.0,3334.340087890625,96695.86254882812,2792.75,-0.16242796883782973,80989.75
COST,176.0,567.7000122070312,99915.2021484375,482.5199890136719,-0.15004407497228578,84923.51806640625
AAPL,563.0,177.57000732421875,99971.91412353516,159.22000122070312,-0.10333955818344365,89640.86068725586
NVDA,340.0,294.1099853515625,99997.39501953124,219.44000244140625,-0.253884555537616,74609.60083007812
ROKU,438.0,228.1999969482422,99951.59866333008,147.82000732421875,-0.35223484092444723,64745.16320800781
Cash,3572.5323610305786,1.0,3572.5323610305786,1,0.0,3572.5323610305786
Total,,,1000000.0,,-0.03369148106299735,746035.9934263229
