,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-03-18
RIVN,964.0,103.69000244140624,99957.1623535156,45.59999847412109,-0.5602276265748087,43958.39852905273
LCID,2628.0,38.04999923706055,99995.39799499512,25.670000076293945,-0.3253613510906075,67460.76020050049
APPS,1639.0,60.9900016784668,99962.61275100708,43.040000915527344,-0.2943105471216424,70542.56150054932
BUR,9469.0,10.5600004196167,99992.64397335052,9.550000190734863,-0.09564395726780628,90428.95180606842
FIGS,3628.0,27.559999465942383,99987.67806243896,19.61000061035156,-0.28846150252706415,71145.08221435545
AMZN,29.0,3334.340087890625,96695.86254882812,3225.010009765625,-0.032789120258625015,93525.29028320312
COST,176.0,567.7000122070312,99915.2021484375,561.3499755859375,-0.011185549558836327,98797.595703125
AAPL,563.0,177.57000732421875,99971.91412353516,163.97999572753906,-0.0765332603262564,92320.73759460449
NVDA,340.0,294.1099853515625,99997.39501953124,264.5299987792969,-0.10057457429371985,89940.19958496094
ROKU,438.0,228.1999969482422,99951.59866333008,124.8499984741211,-0.45289219919473445,54684.29933166504
Cash,3849.0323610305777,1.0,3849.0323610305777,1,0.0,3849.0323610305777
Total,,,1000276.5,,0.03519357384606603,776652.9091091156
