,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-02-08
PDD,1715.0,58.29999923706055,99984.49869155884,60.15999984741211,0.031903955998153544,103174.39973831177
HUYA,14409.0,6.940000057220459,99998.4608244896,5.820000171661377,-0.1613832674819391,83860.38247346878
BILI,2155.0,46.400001525878906,99992.00328826904,34.58000183105469,-0.254741364356029,74519.90394592285
IQ,21929.0,4.559999942779541,99996.23874521255,4.059999942779541,-0.10964912418293271,89031.73874521255
JD,1427.0,70.06999969482422,99989.88956451416,75.36000061035156,0.07549594603349341,107538.72087097168
BIDU,672.0,148.7899932861328,99986.87548828124,162.99000549316406,0.09543660762000128,109529.28369140625
BABA,841.0,118.79000091552734,99902.3907699585,121.9000015258789,0.026180659873578982,102517.90128326416
DIDI,20080.0,4.980000019073486,99998.4003829956,3.890000104904175,-0.21887548393465728,78111.20210647583
VZIO,5146.0,19.43000030517578,99986.78157043456,14.300000190734863,-0.26402470580890225,73587.8009815216
NIO,3156.0,31.68000030517578,99982.08096313477,24.690000534057617,-0.22064393004365468,77921.64168548584
Cash,182.37971115112305,1.0,182.37971115112305,1,0.0,182.37971115112305
Total,,,1000000.0,,0.05367042339601813,899975.3552331924
