,Shares,Cost Per Share,Cost Basis,Current Price,Return,As of 2022-01-03
DIS,1001.0,154.88999938964844,155044.8893890381,156.75999450683594,0.012073052647403326,156916.75450134277
NET,1001.0,131.5,131631.5,126.16000366210938,-0.0406083371702709,126286.16366577148
MO,500.0,47.38999938964844,23694.99969482422,47.970001220703125,0.012238907755322215,23985.000610351562
PM,1001.0,95.0,95095.0,95.7300033569336,0.0076842458624588605,95825.73336029053
SE,1001.0,223.7100067138672,223933.71672058103,223.30999755859372,-0.001788070015951826,223533.30755615231
KO,1001.0,59.209999084472656,59269.20908355713,59.29999923706055,0.0015200161117971955,59359.29923629761
FANG,1001.0,107.8499984741211,107957.8484725952,111.83999633789062,0.03699580825424831,111951.83633422852
CRM,500.0,254.1300048828125,127065.00244140624,255.4600067138672,0.0052335489926427226,127730.0033569336
ARCC,1001.0,21.190000534057617,21211.190534591675,21.01000022888184,-0.008494587099536544,21031.01022911072
GILD,751.0,72.61000061035156,54530.11045837402,72.58000183105469,-0.0004131494152969095,54507.58137512207
Cash,566.5332050323486,1.0,566.5332050323486,1,0.0,566.5332050323486
Total,,,1000000.0,,0.0016932234306334948,1001693.2234306335
