,open,high,low,close,adjclose,volume,ticker
2021-12-31,12.84000015258789,14.029999732971191,12.800000190734863,13.40999984741211,13.40999984741211,483700,HLTH
2022-01-03,14.0600004196167,14.6899995803833,13.300000190734863,14.670000076293945,14.670000076293945,556100,HLTH
2022-01-04,14.800000190734863,14.899999618530273,12.369999885559082,12.65999984741211,12.65999984741211,1018100,HLTH
2022-01-05,12.720000267028809,12.880000114440918,10.949999809265137,10.989999771118164,10.989999771118164,993800,HLTH
2022-01-06,11.15999984741211,11.449999809265137,10.550000190734863,11.09000015258789,11.09000015258789,486600,HLTH
2022-01-07,11.199999809265137,11.199999809265137,10.4399995803833,10.850000381469727,10.850000381469727,666500,HLTH
2022-01-10,11.239999771118164,11.479999542236328,10.800000190734863,11.390000343322754,11.390000343322754,761600,HLTH
2022-01-11,11.449999809265137,11.5,10.75100040435791,10.949999809265137,10.949999809265137,837900,HLTH
2022-01-12,10.880000114440918,11.09000015258789,10.010000228881836,10.199999809265137,10.199999809265137,1066000,HLTH
2022-01-13,10.156000137329102,10.279999732971191,9.6899995803833,9.779999732971191,9.779999732971191,921500,HLTH
2022-01-14,9.8100004196167,10.020000457763672,9.350000381469727,9.579999923706055,9.579999923706055,842600,HLTH
2022-01-18,9.460000038146973,10.074999809265137,9.100000381469727,9.149999618530273,9.149999618530273,860500,HLTH
2022-01-19,9.289999961853027,9.600000381469727,8.720000267028809,8.859999656677246,8.859999656677246,956600,HLTH
2022-01-20,8.869999885559082,9.680000305175781,8.829999923706055,9.100000381469727,9.100000381469727,571600,HLTH
2022-01-21,8.949999809265137,8.977999687194824,8.085000038146973,8.364999771118164,8.364999771118164,1080800,HLTH
2022-01-24,8.170000076293945,8.420000076293945,7.610000133514404,8.109999656677246,8.109999656677246,1040700,HLTH
2022-01-25,8.0,8.1850004196167,7.695000171661377,8.0,8.0,619200,HLTH
2022-01-26,8.130000114440918,8.369999885559082,7.610000133514404,7.670000076293945,7.670000076293945,625900,HLTH
2022-01-27,7.789999961853027,7.989999771118164,7.385000228881836,7.559999942779541,7.559999942779541,923700,HLTH
2022-01-28,7.510000228881836,7.730000019073486,7.114999771118164,7.619999885559082,7.619999885559082,602200,HLTH
2022-01-31,7.670000076293945,9.0,7.670000076293945,8.779999732971191,8.779999732971191,590100,HLTH
2022-02-01,8.920000076293945,9.859999656677246,8.829999923706055,9.199999809265137,9.199999809265137,624300,HLTH
2022-02-02,9.199999809265137,9.239999771118164,8.40999984741211,8.609999656677246,8.609999656677246,600400,HLTH
2022-02-03,8.5,8.819999694824219,8.390000343322754,8.640000343322754,8.640000343322754,300600,HLTH
2022-02-04,8.65999984741211,9.199999809265137,8.475000381469727,8.920000076293945,8.920000076293945,296800,HLTH
2022-02-07,8.920000076293945,9.470000267028809,8.829999923706055,9.130000114440918,9.130000114440918,224800,HLTH
2022-02-08,9.180000305175781,9.470000267028809,8.890000343322754,9.130000114440918,9.130000114440918,193500,HLTH
